year,month,day,speciesKey,genus,species,latitude,longitude,countryCode
2022,7,4,5359949,Parkinsonia,florida,23.479714,-109.708572,MX
2018,5,12,5359945,Parkinsonia,microphylla,32.8839,-110.706025,US
2022,6,16,7568403,Larrea,tridentata,33.304409,-111.268114,US
2019,7,3,7568403,Larrea,tridentata,32.933687,-105.966605,US
2018,11,25,7568403,Larrea,tridentata,33.46694,-111.608651,US
2019,6,19,7568403,Larrea,tridentata,35.922967,-115.131386,US
2022,4,5,7568403,Larrea,tridentata,35.965358,-114.668175,US
2021,5,10,5357217,Parkinsonia,aculeata,31.83397,-106.458642,US
2021,10,5,7568403,Larrea,tridentata,33.995603,-106.895067,US
2019,6,21,7568403,Larrea,tridentata,36.29198,-115.061653,US
2020,7,11,5357217,Parkinsonia,aculeata,25.85247,-97.417105,US
2021,1,19,7568403,Larrea,tridentata,32.293645,-106.612045,US
2021,4,22,7568403,Larrea,tridentata,32.84598,-109.36667,US
2021,10,7,7568403,Larrea,tridentata,35.83535,-115.4386,US
2018,10,22,7568403,Larrea,tridentata,32.380517,-106.789995,US
2018,11,14,5359945,Parkinsonia,microphylla,29.149789,-110.95475,MX
2020,1,27,7568403,Larrea,tridentata,26.905866,-113.660426,MX
2022,8,17,7568403,Larrea,tridentata,29.311681,-103.027472,US
2022,4,8,7568403,Larrea,tridentata,35.995513,-114.864547,US
2022,5,1,7568403,Larrea,tridentata,32.228132,-110.904821,US
2020,1,24,7568403,Larrea,tridentata,32.984817,-105.929322,US
2020,3,2,7568403,Larrea,tridentata,32.816467,-105.93432,US
2016,4,7,7568403,Larrea,tridentata,35.490922,-115.004756,US
2021,2,20,7568403,Larrea,tridentata,36.504091,-117.079408,US
2022,11,11,7568403,Larrea,tridentata,30.9,-103.064003,US
2018,12,29,7568403,Larrea,tridentata,34.482544,-114.967194,US
2017,5,14,7568403,Larrea,tridentata,31.942175,-110.798858,US
2022,2,26,7568403,Larrea,tridentata,32.954437,-116.293731,US
2018,12,11,7568403,Larrea,tridentata,33.105175,-106.062255,US
2019,6,23,7568403,Larrea,tridentata,35.24247,-114.147689,US
2017,4,6,7568403,Larrea,tridentata,28.914006,-113.550739,MX
2022,12,9,7568403,Larrea,tridentata,33.666655,-116.39627,US
2017,4,29,5359949,Parkinsonia,florida,33.747557,-111.794977,US
2017,9,8,5359945,Parkinsonia,microphylla,33.262628,-111.341942,US
2022,8,10,7568403,Larrea,tridentata,31.214012,-104.85122,US
2022,3,8,7568403,Larrea,tridentata,36.47097,-117.143907,US
2019,5,27,7568403,Larrea,tridentata,31.674312,-103.768517,US
2018,11,4,7568403,Larrea,tridentata,32.314962,-106.64405,US
2021,1,25,7568403,Larrea,tridentata,32.948387,-105.882438,US
2019,2,25,7568403,Larrea,tridentata,31.842413,-106.488555,US
2021,11,17,7568403,Larrea,tridentata,31.962303,-106.454933,US
2018,5,20,7568403,Larrea,tridentata,33.870463,-112.641687,US
2018,9,24,7568403,Larrea,tridentata,36.325458,-115.335938,US
2018,11,4,7568403,Larrea,tridentata,32.439705,-106.473328,US
2019,9,19,7568403,Larrea,tridentata,31.838653,-107.92063,US
2022,4,29,7568403,Larrea,tridentata,33.702953,-112.033675,US
2023,2,8,7568403,Larrea,tridentata,36.337187,-115.306687,US
2019,4,3,7568403,Larrea,tridentata,34.439777,-116.890482,US
2022,10,29,7568403,Larrea,tridentata,32.335064,-106.599083,US
2018,11,20,7568403,Larrea,tridentata,32.492847,-105.845262,US
2022,10,9,7568403,Larrea,tridentata,31.822172,-106.563797,US
2017,9,2,5359949,Parkinsonia,florida,32.785495,-110.669197,US
2019,1,27,7568403,Larrea,tridentata,33.974786,-116.226246,US
2021,9,13,5357217,Parkinsonia,aculeata,30.609345,-96.35125,US
2018,11,4,7568403,Larrea,tridentata,32.300067,-106.68142,US
2016,12,31,7568403,Larrea,tridentata,32.277609,-111.024951,US
2017,12,30,7568403,Larrea,tridentata,33.784878,-116.49792,US
2018,9,24,7568403,Larrea,tridentata,36.279925,-115.45298,US
2022,3,13,7568403,Larrea,tridentata,31.917762,-106.546025,US
2022,4,9,5359945,Parkinsonia,microphylla,34.599125,-113.553763,US
2022,4,29,7568403,Larrea,tridentata,31.964005,-106.451522,US
2018,10,24,7568403,Larrea,tridentata,32.139306,-110.312912,US
2021,12,8,7568403,Larrea,tridentata,25.440439,-100.860085,MX
2021,12,21,5357217,Parkinsonia,aculeata,26.177845,-97.684349,US
2018,12,29,7568403,Larrea,tridentata,34.094032,-116.16923,US
2016,2,5,7568403,Larrea,tridentata,23.300384,-101.189017,MX
2022,10,6,7568403,Larrea,tridentata,30.920963,-103.061325,US
2018,4,15,7568403,Larrea,tridentata,36.128506,-115.392647,US
2022,12,15,7568403,Larrea,tridentata,30.724587,-102.7462,US
2022,3,31,7568403,Larrea,tridentata,32.968278,-105.91683,US
2019,6,20,7568403,Larrea,tridentata,36.131856,-115.421547,US
2019,10,27,7568403,Larrea,tridentata,31.55325,-106.099933,US
2020,7,31,7568403,Larrea,tridentata,32.385205,-106.803305,US
2018,8,10,7568403,Larrea,tridentata,31.969438,-110.510453,US
2020,1,16,7568403,Larrea,tridentata,32.981728,-105.911438,US
2022,4,7,7568403,Larrea,tridentata,35.93087,-115.17688,US
2020,1,24,7568403,Larrea,tridentata,32.985338,-105.926728,US
2020,11,16,5357217,Parkinsonia,aculeata,30.153414,-115.559217,MX
2022,12,25,7568403,Larrea,tridentata,33.838215,-116.329859,US
2020,3,29,7568403,Larrea,tridentata,32.767655,-105.933472,US
2019,4,2,5357217,Parkinsonia,aculeata,26.080835,-98.136923,US
2021,3,22,7568403,Larrea,tridentata,33.029281,-111.77198,US
2022,4,10,7568403,Larrea,tridentata,32.222717,-108.989328,US
2021,1,25,7568403,Larrea,tridentata,32.949108,-105.884133,US
2017,4,18,5359945,Parkinsonia,microphylla,32.316067,-111.088119,US
2019,9,23,7568403,Larrea,tridentata,31.771927,-106.507402,US
2021,10,10,7568403,Larrea,tridentata,35.042525,-114.826242,US
2022,8,28,7568403,Larrea,tridentata,30.231412,-103.361612,US
2016,10,30,7568403,Larrea,tridentata,33.638661,-116.511156,US
2018,12,27,7568403,Larrea,tridentata,29.200035,-102.928293,US
2019,12,31,7568403,Larrea,tridentata,32.94508,-105.878328,US
2021,10,10,7568403,Larrea,tridentata,34.430022,-114.651787,US
2018,10,24,7568403,Larrea,tridentata,32.15685,-110.305558,US
2017,11,27,7568403,Larrea,tridentata,36.058064,-116.726883,US
2022,10,31,7568403,Larrea,tridentata,32.288903,-111.2165,US
2020,1,8,7568403,Larrea,tridentata,33.699042,-116.352588,US
2019,1,12,7568403,Larrea,tridentata,32.104295,-106.408317,US
